 "no comment"	无可奉告
to boast	吹牛皮	瞎吹	矜	自矜	自夸	虚夸	訏	夸	夸口	夸海口	说嘴
to boast and flat	吹吹拍拍
to boast of one quarrel to other	逞其口舌
to boast shamelessly	大言不惭
to boast wildly	胡吹
to boil	汽化	沸	滚	滚开	煮沸	煮开	熬	烧开
to boil noodle	下面
to boil or fumigate	烋
to boil over	潽
to boil the hound once it catch the rabbit	兔死狗烹
to boil thoroughly	煮熟
to bolster	推助
to bomb	炸掉	轰炸
to bomb indiscriminately	狂轰滥炸
to bombard	炮轰
to boo or jeer	喝倒彩
to book ticket	订票
to boost	催谷	提振
to boost support or interest	造势
to boost the pressure	升压
to border on	接壤
to borrow	借取	贳
to borrow a light	借火
to borrow book to read	借阅
to borrow chopsticks	借箸
to borrow money	借债	借账	借钱	摘借
to borrow money for a short time	挪借
to borrow or lend money	借贷
to borrow sb's authority	借势
to borrow sth for another use	借用
to borrow the past as a model for the present	借古喻今
to boss people around	发号施令
to both be will	你情我愿
to both benefit	同蒙其利
to both share the limelight	平分秋色
to bother	烦扰	难为
to bother about	计较
to bounce	反弹	弹跳	蹦跶	退票
to bow	匑	弓腰	躬身	鞠躬
to bow again	再拜
to bow and bend the knee ; fawn	卑躬屈膝
to bow and give way	拱手相让
to bow and scrape	卑躬屈节
to bow around with hand join	罗圈儿揖
to bow before	俯首称臣
to bow down low	下拜
to bow down to everything sb say or do	曲意逢迎
to bow in salute	叩拜
to bow in thank	顶谢
to bow one head in acknowledgment of guilt	低头认罪
to bow respectfully with clasp hand	打拱作揖	打躬作揖
to bow the head	低头
to bow to one another	交拜
to bow to the gray	稽
to bow with clasp hand	打拱
to bow with hand hold in front	作揖
to boycott	杯葛
to brace	绷紧
to brace oneself to do sth	硬着头皮
to brag	吹嘘	诩	谝
to brag about	夸耀
to brainwash	洗脑
to braise	烩
to brake	制动	刹	刹车	煞住	煞车
to brand	烙	烙印
to brandish	挥舞	挥麈
to brandish a spear	挥戈
to brave	冒着
to brave death	冒死
to brave it out	拼到底
to brave the rain	冒雨
to brave the wind and the billow ; to have high ambition	乘风破浪
to breach	打进
to break	伤透	打破	折	摧	断	断开	破解	砸破
to break a code	破译
to break a prisoner out of jail	劫囚
to break a promise	失信	毁约	破约	违约
to break a promise of marriage	悔婚
to break a record	破纪录
to break a siege	突围
to break an agreement	背约
to break away	脱出
to break away from	摆脱
to break by twist	拗断
to break clear of all the trouble and hardship	熬出头
to break down	碎
to break even	保底	保本	够本	收支相抵
to break faith	背信
to break gray	动土	破土
to break in	撬门	磨合
to break in a horse	驯马
to break into	挤进
to break into a house for robbery	打家劫舍
to break into a house when nobody be home	闯空门
to break into a run	拔腿
to break into jail	劫狱
to break into two	咯嚓
to break new gray	开拓
to break off	撧
to break off or break open sth with one hand	掰
to break off relation	绝交
to break open	擘开
to break or cut in two	截断
to break out	暴发	爆发
to break out into a cold sweat	捏一把冷汗	捏一把汗
to break out of a crisis	摆脱危机
to break out of an eggshell	脱壳
to break out of prison	越狱
to break the cauldron and sink the boat ; fig. to cut off one mean of retreat	破釜沉舟
to break the door and enter	破门而入
to break the hymen	破处
to break the ice	破冰
to break the law	犯事	犯法
to break the law and commit crime ; malefactor	为非作歹
to break the law and violate discipline	违法乱纪
to break the rule	乱纪	犯规	破格	违例	违章
to break through	突破
to break up	另开	拆散	散摊子
to break up into component	解体
to break up the whole into piece ; deal with thing one by one	化整为零
to breakdance	霹雳舞
to breast-feed	喂奶
to breathe	吸	吸氧	呼吸
to breathe deeply	喘气
to breathe heavily like an ox	气喘如牛
to breathe in	吸入
to breathe out	呼气
to breathe out stale air and breathe in fresh ; fig. to get rid of the old and bring in the new	吐故纳新
to breathe through the same nostril	一鼻孔出气
to breathe upon	喣
to breed	放养	滋生	繁殖	繁育	育种	配种
to brew	泡制	酝	酿造
to brew alcoholic drink illegally	私酿
to brew tea	烹茶
to brew wine	酿酒
to bribe	打点	行贿	买通	贿买	贿赂	赇
to bridge	架桥
to bridge over	搭连
to brighten up	开晴
to bring	带来	拿来
to bring a bramble and ask for punishment	负荆请罪
to bring about	造成
to bring back	带回
to bring back to life	救活
to bring disaster to	殃及
to bring honor to one ancestor	光宗耀祖	荣宗耀祖
to bring honor to one ancestor and benefit future generation	光前裕后
to bring in	调入
to bring in the new ; new directions, different creation	标新领异
to bring into	纳入
to bring into accord	諴
to bring one own	自带
to bring out the good in each other	相得益彰
to bring out the main theme	点题
to bring peace and stability to a country, region etc	安邦
to bring relief	缓解
to bring sb to trial	提讯
to bring shame to	往脸上抹黑
to bring sth to sb	捎	捎来
to bring the entire nation to arm	全民皆兵
to bring to deadlock	弄僵
to bring to justice	函送法办	捉拿归案	归案	法办	移送法办
to bring to the same level	拉平
to bring to trial	吊审
to bring together	攒	凑合	说合
to bring tribute as sign of submission ; to submit	哀告宾服
to bring trouble on oneself	自寻烦恼	自找苦吃
to bring under control	整治
to bring under permanent control	根治
to bring up	抚养成人	生养	造就	鞠
to bring up the rear	压阵	殿后
to bring up to full strength	补足
to broadcast	播出	播放	播送	放送
to broadcast a film	播映
to broadcast a lecture, a book reading etc	播讲
to broadcast a time signal	授时
to broadcast over a network	联播
to broadcast through satellite	上星
to broaden	拓宽
to broil	炙
to brood	报窝
to brook no delay	刻不容缓
to browse	涉览	翻看
to browse and select	翻拣
to bruise	弄伤
to brush	刷	吹拂
to brush against	擦掠
to brush away	拂	掸
to brush one tooth	刷牙
to brush past	擦身而过
to bubble	泡腾	起泡
to bubble out	喷涌
to bubble up	涌	潏
to buckle up	扣上
to budge	动弹
to build	修建	修筑	修造	建设	搭建	搭盖	构筑	营建	营造	筑	肇建	兴建
to build a cart behind close door	闭门造车
to build a structure out of layer brick or stone	垒砌
to build by lay brick or stone	砌
to build one house	结庐
to build up an enterprise through painstaking effort	苦心经营
to build up from nothing	白手起家
to build up public opinion	造舆论
to build up the country through thrift and hard work	勤俭建国
to bully	欺侮	欺压	欺负	轹
to bully and humiliate	欺凌
to bully intolerably	欺人太甚
to bump	朾
to bump and shove	挤轧
to bump one head	响头
to bundle up	卷巴	束装
to bundle up valuable and abscond	卷逃
to burgeon	萌生
to burn	焚	焚烧	热烫	炽	燃	燎	烧	烧灼	烧焦	烧毁	烧录
to burn both fragrant orchid and stink weed ; fig. to destroy indiscriminately the noble and common	兰艾同焚
to burn both jade and common stone	玉石俱焚
to burn coal	烧煤
to burn down	付之丙丁	焚毁
to burn incense	焚香	燃香	烧香	烧高香
to burn incense and worship Buddha	烧香拜佛
to burn incense at a temple	进香
to burn incense in prayer to a God	焚香敬神
to burn one eyebrow	燃眉
to burn paper offering	烧纸
to burn the book	焚书
to burn the book and bury alive the Confucian scholar	焚书坑儒
to burn the candle at both end	蜡烛两头烧
to burn the midnight oil	开夜车
to burn the midnight oil ; to work continuously night and day	焚膏继晷
to burn to death	烧死
to burn with anxiety	心急火燎
to burn zither and cook crane	焚琴煮鹤
to burst	崩决	撑破	冲决	绽破	冲垮
to burst forth	绽开	迸	迸发	迸发出
to burst in	闯进
to burst into bloom	吐艳
to burst into tear	放声大哭
to burst open	绽
to burst or force open a door	破门
to burst out	爆出
to burst out laugh	爆笑	发笑
to burst out suddenly	突发
to burst with joy	心花怒放	乐开花
to burst with rage	气炸
to bury	下葬	入土	埋	埋葬	埋藏	安葬	掩埋	湮没	烧埋	窀	窀穸	葬	葬埋
to bury a corpse	葬身
to bury alive	坑杀	活埋
to bury husband and wife together	合葬
to bury one head in one hand and weep	掩面而泣
to bury one head in the sand	漏脯充饥
to bury oneself in work ; to be engross in work	埋头苦干
to bury sb	殡殓
to bury sth along with the dead	殉葬
to bury the dead	落葬
to bury the hatchet	和好如初
to butt	夆	牴	觝
to butt against	踤
to butt in	打横炮
to buy	代购	沽	添置	买	买入	购
to buy a house	买房
to buy a house on a mortgage	供房
to buy a title	买官
to buy a wooden box and return the pearl inside	买椟还珠
to buy and sell	做买卖	捣腾
to buy and sell at a profit	倒买倒卖
to buy back	买回
to buy detail	零买
to buy frenetically	抢购
to buy grocery	买餸
to buy in bulk	批量购买
to buy on a considerable scale	采办
to buy on credit	赊购
to buy on margin	买空
to buy or sell on credit	赊	赊账
to buy or upgrade a ticket aft board a train, boat etc	补票
to buy out	买断
to buy popular support	邀买人心
to buy real estate	置业
to buy smile to seek happiness	买笑追欢
to buy soy sauce	打酱油
to buy the whole lot	包圆儿
to buy ticket	买票
to buy vote	贿选
to buy wholesale	打趸儿
to buy wine or drink	买春
to bypass	旁路
to cache	坚壁
to cadge a meal	蹭吃蹭喝
to cajole	哫	连哄带骗
to calcify	钙化
to calcine	煅成末	煅烧
to calculate	划算	推算	核算	演算	筹算	计	訾
to calculate the score	计分
to calender	砑
to calibrate	定标	校准
to call	叫作	叫道	呼	呼召	唤	招唤	拨打	称呼	号召
to call  personally	躬诣
to call a conference	召开会议
to call at	停靠
to call by the glorify name of	美其名曰
to call for entry and select the good	征选
to call for help	呼救
to call for reinforcement	搬兵
to call for the issue of a letter of credit	催证
to call in	扣应
to call into question	质疑
to call it...	称之为
to call loudly ; to get people attention	大声疾呼
to call on	呼吁
to call on friend and relation	串亲访友
to call on sb	串门
to call oneself	自称
to call out	呼唤
to call out to	招呼
to call sb to account	叱问
to call sth a cow or a horse ; it do matt what you call it	呼牛作马	呼牛呼马
to call sweetly	啼啭
to call the tune	定音
to call the wind and summon the rain	唤雨呼风
to call the wind and summon the rain ; to exercise magical power	呼风唤雨
to call to come and shout to go ; to yell order	呼来喝去
to call to pay one respect	拜望
to call together	召
to call up all one associate	呼朋引类
to call upon	省视
to call upon other for help	求助于人
to calm	平抚
to calm  the nerve	安神
to calm down	息怒	消停
to camp	宿营	扎营	野营
to camp out	露营
to campaign for vote	拉票
to cancel	取消	注销	退订
to cancel out a crime	替罪
to canvas	兜揽
to canvas for lawsuit ; to practice chicanery	包揽词讼
to canvass	招徕
to canvass for vote	拜票
to capitulate	屈从
to capsize	倾覆	翻船
to capsize and sink	翻沉
to capture	俘获	抓拍	拘	拿获	捉取	捉获	掳	擒	攻克	缴获
to capture a prisoner	掳获
to capture alive	生擒
to capture data	侧录
